mag_id,coassembly_ecozone,completeness,contamination,strain_heterogeneity,genome_size_mbp,gc,n_genes,coding_density,n_contigs,n50,n_trna_genes,n_trna_aminoacids,n_16s_rrna_genes,n_23s_rrna_genes,n_5s_rrna_genes,mimag_quality,domain,phylum,class,order,family,genus,species,taxon
BP_bin1383,Boreal Plains,82.53,0,0,1.47424,60.22906718,1435,0.964032315,108,18332,21,13,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Schleiferiaceae,TMED14,NA,Bacteroidota
BP_bin1385,Boreal Plains,80.38,0.99,0,2.327212,31.56008133,2235,0.923768011,237,13827,20,15,0,1,1,medium,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,LD1,NA,NA,Bacteroidota
BP_bin1396,Boreal Plains,63.01,0,0,1.371558,50.22324976,1412,0.960954622,152,12132,16,9,0,0,0,medium,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,UBA2093,NA,Actinobacteriota
BP_bin1413,Boreal Plains,95.36,1.09,0,5.341496,47.72483214,4653,0.894961262,361,22018,39,19,0,0,2,high,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,UBA4661,PH2015,NA,Bacteroidota
BP_bin142,Boreal Plains,78.87,0.4,0,2.183966,34.48780796,2048,0.907899207,316,8111,25,15,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,AKYH767-A,NA,NA,NA,Bacteroidota
BP_bin1420,Boreal Plains,53.01,0,0,2.2793,53.5119993,2272,0.916957399,482,4935,13,8,1,1,0,medium,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,NA,NA,Bdellovibrionota/_C
BP_bin1424,Boreal Plains,77.19,0,0,1.092273,50.55476058,1165,0.960027392,102,17388,27,14,0,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Aquiluna,NA,Actinobacteriota
BP_bin1432,Boreal Plains,58.97,0,0,1.875923,53.1678539,1925,0.951336489,235,10387,15,9,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,SCGC-AAA027-K21,NA,Gammaproteobacteria
BP_bin1442,Boreal Plains,65.15,0.19,0,1.422742,29.12509787,1297,0.83376466,146,13696,35,20,1,1,0,medium,Bacteria,UBP7,NA,NA,NA,NA,NA,UBP7
BP_bin1443,Boreal Plains,76.52,0,0,3.175872,54.47867546,2927,0.935193862,544,6366,23,15,1,0,0,medium,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA,Planctomycetota
BP_bin145,Boreal Plains,55.17,1.72,0,2.160927,35.85683366,2056,0.92993979,389,6475,6,6,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,NS11-12g,UBA955,NA,NA,Bacteroidota
BP_bin1463,Boreal Plains,68.16,5.77,0,1.735436,32.69892984,1856,0.906234514,384,4702,19,11,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,NA,Bacteroidota
BP_bin1466,Boreal Plains,57.89,0,0,0.782014,50.85919178,889,0.960796098,117,7273,24,14,0,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Aquiluna,NA,Actinobacteriota
BP_bin1474,Boreal Plains,65.52,0,0,2.106348,48.01775395,2248,0.892477881,427,5244,16,12,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomonas,Methylomonas sp002928965,Gammaproteobacteria
BP_bin1493,Boreal Plains,62.07,1.72,0,1.620412,41.79597534,1572,0.941191499,270,6604,11,8,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,NS11-12g,UBA955,NA,NA,Bacteroidota
BP_bin1507,Boreal Plains,63.16,0,0,0.738264,50.77059155,789,0.959797579,112,7903,16,10,0,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Rhodoluna,NA,Actinobacteriota
BP_bin1516,Boreal Plains,63.09,0,0,2.776082,32.85151519,2852,0.917948029,369,9479,23,15,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA,Bacteroidota
BP_bin1527,Boreal Plains,58.66,0,0,0.459876,34.34295332,487,0.91300481,44,14534,22,15,2,1,1,medium,Bacteria,Patescibacteria,Paceibacteria,UBA9983,UBA9973,2-01-FULL-33-17,NA,Patescibacteria
BP_bin1536,Boreal Plains,74.7,0.74,0,2.997721,46.5689769,2468,0.905432827,85,67833,31,17,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,M3007,NA,Bacteroidota
BP_bin1554,Boreal Plains,78.71,0.53,0,1.237617,55.22952577,1236,0.95159892,58,38886,33,16,1,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,MAG-120802,NA,Actinobacteriota
BP_bin157,Boreal Plains,58.3,0,0,0.631967,37.72981817,696,0.895125853,46,21456,35,20,0,1,1,medium,Bacteria,Patescibacteria,Paceibacteria,UBA9983,UBA5272,NA,NA,Patescibacteria
BP_bin1573,Boreal Plains,96.8,1,0,1.857384,41.52227003,1669,0.956891521,33,101164,36,19,0,1,1,high,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,JJ008,NA,Bacteroidota
BP_bin1581,Boreal Plains,52.04,0,0,1.671905,34.57032547,1645,0.939352415,215,10513,11,8,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,NA,Bacteroidota
BP_bin1586,Boreal Plains,79.53,1.58,0,1.161567,44.35370495,1211,0.941578919,93,23896,32,18,1,0,1,medium,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,MAG-120802,NA,Actinobacteriota
BP_bin173,Boreal Plains,77.19,1.75,0,3.423167,68.22956636,2918,0.913287316,169,32849,46,17,0,0,0,medium,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,IMCC26134_A,NA,Verrucomicrobiota/_A
BP_bin232,Boreal Plains,74.08,0.68,0,2.584185,68.08235479,2488,0.919506924,392,8009,37,16,0,0,0,medium,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,IMCC26134_A,NA,Verrucomicrobiota/_A
BP_bin262,Boreal Plains,53.59,0,0,1.241613,59.26371583,1366,0.921527883,296,4291,16,13,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA5078,NA,Gammaproteobacteria
BP_bin306,Boreal Plains,69.94,0,0,3.084977,63.11265854,2811,0.894027411,639,5158,22,13,0,1,1,medium,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Tous-C4FEB,NA,Verrucomicrobiota/_A
BP_bin31,Boreal Plains,56.77,0,0,1.951246,59.07819926,2279,0.922484402,405,5219,14,12,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SG8-41,Ga0077527,NA,Gammaproteobacteria
BP_bin372,Boreal Plains,55.67,0,0,1.655254,37.44905616,1745,0.909023026,392,4224,12,9,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospira,NA,Bacteroidota
BP_bin377,Boreal Plains,85.18,0.85,0,1.869927,57.14688327,1673,0.879493157,77,38326,44,20,0,0,0,medium,Bacteria,Cyanobacteria,Vampirovibrionia,Vampirovibrionales,NA,NA,NA,Cyanobacteria
BP_bin381,Boreal Plains,81.12,1.14,0,1.088127,71.24637106,1172,0.934659281,202,6078,28,16,1,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Nitriliruptorales,Nitriliruptoraceae,CSBr16-57R1,NA,Actinobacteriota
BP_bin399,Boreal Plains,58.93,0,0,2.476217,69.36835504,2326,0.908257233,416,6814,34,15,0,1,0,medium,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,QWPT01,NA,Planctomycetota
BP_bin407,Boreal Plains,72.77,1.18,0,4.200379,50.77784648,3699,0.909447933,679,7366,27,17,1,0,0,medium,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula_B,NA,Planctomycetota
BP_bin415,Boreal Plains,55.94,0,0,0.981923,35.39910971,1029,0.946189263,202,4795,7,7,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA,Bacteroidota
BP_bin417,Boreal Plains,90.82,0.99,0,2.383995,34.95900788,2214,0.891759001,283,11043,23,12,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,NA,Bacteroidota
BP_bin422,Boreal Plains,56.9,0,0,1.629313,32.57360618,1649,0.917286611,289,6248,24,15,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp003242135,Bacteroidota
BP_bin427,Boreal Plains,58.21,0,0,1.301428,70.08186392,1496,0.945941689,276,4700,19,12,1,0,0,medium,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,F1-60-MAGs149,F1-60-MAGs149,NA,Actinobacteriota
BP_bin44,Boreal Plains,67.59,0,0,1.232472,40.83370657,1183,0.924372318,11,181577,47,20,1,1,1,medium,Bacteria,Patescibacteria,Microgenomatia,UBA1400,PJMF01,NA,NA,Patescibacteria
BP_bin45,Boreal Plains,51.92,1.12,0,0.452859,37.73006609,567,0.89552598,98,5196,20,13,0,0,0,medium,Bacteria,Patescibacteria,Paceibacteria,UBA9983,UBA11359_D,UBA11359,NA,Patescibacteria
BP_bin459,Boreal Plains,92.54,0,0,2.452493,45.02284002,2239,0.932204903,145,28627,23,16,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,NA,Bacteroidota
BP_bin484,Boreal Plains,65.52,0,0,1.563371,59.49470727,1661,0.891317544,253,6840,25,16,1,0,0,medium,Bacteria,Proteobacteria,Alphaproteobacteria,SHNJ01,NA,NA,NA,Alphaproteobacteria
BP_bin487,Boreal Plains,65.13,0,0,2.262715,38.63226257,2410,0.882641429,367,7044,32,14,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii,Gammaproteobacteria
BP_bin489,Boreal Plains,61.77,0,0,1.116622,67.21424081,1174,0.947332222,250,4578,16,13,0,0,0,medium,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,SYAC01,NA,Planctomycetota
BP_bin493,Boreal Plains,55.17,0,0,1.296515,43.33401465,1351,0.913941605,280,4857,15,11,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,OLB11,NA,Bacteroidota
BP_bin494,Boreal Plains,86.22,0,0,3.081207,60.87172981,2926,0.926486276,302,13911,34,16,0,1,1,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,PHOS-HE28,PHOS-HE28,NA,Bacteroidota
BP_bin497,Boreal Plains,50,0,0,1.070016,50.78241821,1122,0.961410857,182,7021,9,7,0,0,0,medium,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,UBA2093,NA,Actinobacteriota
BP_bin507,Boreal Plains,55.6,0,0,0.602469,40.41685132,700,0.963345832,109,6207,13,7,0,0,1,medium,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,Nanopelagicus,Nanopelagicus sp001437855,Actinobacteriota
BP_bin526,Boreal Plains,68.1,0,0,1.21907,52.23219339,1348,0.962445963,218,6257,9,7,0,0,0,medium,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,UBA2093,NA,Actinobacteriota
BP_bin537,Boreal Plains,84.87,0.57,0,1.429435,45.24312053,1374,0.923825847,66,41067,35,18,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,NA,NA,NA,Gammaproteobacteria
BP_bin54,Boreal Plains,56.16,0.57,0,2.66842,67.95748046,2914,0.927036598,630,4374,27,15,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rubrivivax,NA,Gammaproteobacteria
BP_bin559,Boreal Plains,85.04,0.85,0,1.804441,47.03539767,1657,0.871209976,127,21724,36,18,0,0,1,medium,Bacteria,Cyanobacteria,Vampirovibrionia,Vampirovibrionales,NA,NA,NA,Cyanobacteria
BP_bin565,Boreal Plains,83.33,1.28,0,1.983509,61.10095795,2149,0.954055162,247,9754,32,17,1,0,0,medium,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,F1-20-MAGs119,NA,Actinobacteriota
BP_bin572,Boreal Plains,97.16,1.9,0,1.556131,37.67986114,1524,0.932803858,86,29410,32,19,2,2,1,high,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,UBA1997,UBA2645,NA,Alphaproteobacteria
BP_bin60,Boreal Plains,86.76,0,0,2.347182,43.2764907,2141,0.939332357,155,23824,25,16,1,1,1,medium,Bacteria,Bacteroidota,Bacteroidia,NS11-12g,UBA955,NA,NA,Bacteroidota
BP_bin620,Boreal Plains,84.54,1.01,0,3.104697,46.09544828,3101,0.934777854,396,9171,18,13,0,1,1,medium,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,SXYR01,NA,Bacteroidota
BP_bin627,Boreal Plains,86.3,0.5,0,3.51755,46.43999375,2885,0.832494208,377,12500,30,16,0,1,1,medium,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA,Bacteroidota
BP_bin630,Boreal Plains,96.22,0.25,0,2.104335,45.31811712,1929,0.932453721,125,24710,31,16,1,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,NA,Bacteroidota
BP_bin632,Boreal Plains,93.71,2.21,9.09,4.132549,33.5566741,3815,0.877967085,326,21752,34,17,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA,Bacteroidota
BP_bin633,Boreal Plains,57.3,1.79,0,1.671648,63.11986734,1913,0.940584381,328,5449,19,13,0,0,1,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax,NA,Gammaproteobacteria
BP_bin635,Boreal Plains,92.94,0,0,2.060096,48.09343836,1957,0.93250897,181,16867,30,18,0,0,0,high,Bacteria,Bacteroidota,Bacteroidia,UBA7662,UBA7662,NA,NA,Bacteroidota
BP_bin64,Boreal Plains,70.61,0,0,2.913923,36.26176807,2601,0.925019295,261,15666,20,14,0,1,1,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,M0103,NA,Bacteroidota
BP_bin645,Boreal Plains,51.22,0.16,0,1.498027,35.31798826,1531,0.917991465,283,5643,21,13,0,0,1,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA,Bacteroidota
BP_bin652,Boreal Plains,96.93,0.48,0,3.8163,33.75083196,3286,0.898110736,211,32057,30,17,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,AKYH767,B-17BO,UBA2475,NA,Bacteroidota
BP_bin653,Boreal Plains,52.36,0,0,0.825365,61.0205182,918,0.941121807,161,5525,18,12,0,0,0,medium,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,UBA3015,UBA3015,NA,Verrucomicrobiota/_A
BP_bin663,Boreal Plains,91.12,0.55,0,2.718333,43.12852767,2504,0.928653333,302,12050,26,14,1,1,1,medium,Bacteria,Bacteroidota,Bacteroidia,NS11-12g,UBA955,NA,NA,Bacteroidota
BP_bin669,Boreal Plains,92.22,5,0,10.388675,56.14121146,8977,0.885605046,1181,11488,55,18,0,1,1,high,Bacteria,Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,CFX5,NA,Chloroflexota
BP_bin720,Boreal Plains,93.92,3.46,0,3.741358,63.22557211,3614,0.876594274,330,15942,41,18,1,1,1,high,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,SXWH01,NA,Verrucomicrobiota/_A
BP_bin726,Boreal Plains,70,0,0,1.156417,54.01788455,1345,0.955695048,222,5775,13,11,0,0,0,medium,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,UBA2093,NA,Actinobacteriota
BP_bin739,Boreal Plains,58.5,0,0,1.6726,50.8528638,1763,0.93616585,341,5126,12,9,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,NS11-12g,UBA955,NA,NA,Bacteroidota
BP_bin745,Boreal Plains,89.03,2.3,0,1.955674,41.29364096,1691,0.862258229,193,13292,39,19,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,NA,NA,NA,Gammaproteobacteria
BP_bin755,Boreal Plains,89.55,1.04,0,2.228846,54.74842138,2236,0.922762721,141,28298,32,17,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,UBA6136,NA,Gammaproteobacteria
BP_bin757,Boreal Plains,96.47,1.23,0,3.263142,48.833854,2948,0.932083863,160,35444,25,13,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,SXYR01,NA,Bacteroidota
BP_bin765,Boreal Plains,50,0,0,4.173681,74.53348735,3879,0.921637998,891,4917,35,16,0,0,0,medium,Bacteria,Myxococcota,UBA796,UBA796,UBA796,NA,NA,Myxococcota
BP_bin772,Boreal Plains,69.04,0,0,1.589267,41.8598637,1687,0.956819716,331,4862,9,9,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UA16,UBA4660,NA,Bacteroidota
BP_bin777,Boreal Plains,86.98,1.28,0,4.029613,61.62477637,3303,0.883645154,344,18112,46,19,1,1,1,medium,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,NA,NA,NA,Acidobacteriota
BP_bin779,Boreal Plains,75.34,1.08,0,3.278151,67.98747221,3238,0.924564183,600,6074,28,15,0,1,1,medium,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,NA,NA,Myxococcota
BP_bin786,Boreal Plains,71.39,1.08,0,1.598624,30.95305713,1817,0.933695478,315,5426,15,11,0,0,0,medium,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,NA,NA,Campylobacterota
BP_bin790,Boreal Plains,59.84,0,0,1.65962,34.60430701,1684,0.943737723,316,5889,8,7,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,UBA952,NA,Bacteroidota
BP_bin795,Boreal Plains,83.48,1.28,0,1.453669,53.62486233,1600,0.960737967,193,9879,33,16,1,0,0,medium,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,F1-20-MAGs119,NA,Actinobacteriota
BP_bin797,Boreal Plains,97.96,1.19,9.09,7.38161,64.57404279,7144,0.871081783,506,20767,50,19,1,1,1,high,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium sp003020075,Alphaproteobacteria
BP_bin798,Boreal Plains,51.48,0.41,0,1.075442,39.37329954,1206,0.937024963,189,6280,10,6,0,0,1,medium,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfuricurvum,NA,Campylobacterota
BP_bin846,Boreal Plains,86.68,2.7,0,1.306776,40.0451952,1337,0.913348577,163,9209,35,18,0,0,0,medium,Bacteria,Verrucomicrobiota_A,Chlamydiia,Parachlamydiales,Rhabdochlamydiaceae,NA,NA,Verrucomicrobiota/_A
BP_bin856,Boreal Plains,79.99,1.97,0,1.880397,40.53973709,1879,0.925030193,299,7408,18,13,1,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,SXYR01,NA,Bacteroidota
BP_bin864,Boreal Plains,70.35,0,0,1.24326,42.16937728,1383,0.925524026,201,7013,24,14,1,0,0,medium,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,GCA-2720935,NA,NA,Alphaproteobacteria
BP_bin885,Boreal Plains,52.79,0,0,0.948238,55.17770855,1033,0.962006374,142,7956,25,13,0,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Rhodoluna,NA,Actinobacteriota
BP_bin890,Boreal Plains,81.18,0,0,1.215073,52.74176942,1350,0.918242772,179,8086,32,18,1,1,0,medium,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA,Alphaproteobacteria
BP_bin892,Boreal Plains,75.3,0.89,0,2.38621,43.48225848,2691,0.932498397,319,9184,18,13,0,0,0,medium,Bacteria,Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,UBA4096,NA,Bdellovibrionota/_C
BP_bin902,Boreal Plains,94.3,1.28,0,1.893643,67.36697466,1959,0.941061752,188,15474,36,17,1,1,1,medium,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,UBA8139,NA,NA,Actinobacteriota
BP_bin916,Boreal Plains,92.72,0.41,0,1.884557,59.69217169,1950,0.944364644,199,13090,34,19,1,0,0,high,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,UBA2463,NA,Gammaproteobacteria
BP_bin956,Boreal Plains,60.15,0.49,0,1.430754,38.19901954,1525,0.925408561,324,4737,9,8,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,NA,Bacteroidota
BP_bin999,Boreal Plains,53.32,0,0,1.312845,40.41192982,1356,0.927485728,310,4340,14,11,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,UBA6165,NA,Bacteroidota
BS_bin100,Boreal Shield,61.64,5.56,9.09,1.169679,56.7820744,1390,0.956688117,243,5275,21,10,0,0,0,medium,Bacteria,Chloroflexota,Ellin6529,CSP1-4,UBA10416,UBA10416,NA,Chloroflexota
BS_bin117,Boreal Shield,64.83,0,0,1.520997,34.88606486,1527,0.932314791,211,8466,24,17,0,0,0,medium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA,Bacteroidota
BS_bin130,Boreal Shield,95.81,1.58,0,1.319431,34.43279717,1246,0.914338075,46,66397,35,20,2,1,1,high,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Phycorickettsia,NA,Alphaproteobacteria
BS_bin132,Boreal Shield,97.43,0,0,2.960112,58.27154513,2993,0.903654321,128,45638,44,18,1,1,1,high,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,NA,Alphaproteobacteria
BS_bin165,Boreal Shield,63.36,2.14,0,1.156404,59.35053839,1305,0.948401251,231,5457,19,12,0,0,0,medium,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,RAAP-2,RAAP-2,NA,Actinobacteriota
BS_bin166,Boreal Shield,90.83,2.74,0,2.790508,58.74865795,2550,0.934524108,143,29928,35,16,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA,NA,Gammaproteobacteria
BS_bin178,Boreal Shield,64.47,0.16,0,3.333759,53.29842379,3395,0.922731967,642,5689,30,16,0,0,0,medium,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,NA,Verrucomicrobiota/_A
BS_bin188,Boreal Shield,65.5,0,0,1.046991,54.92138901,1171,0.941192427,204,5491,14,6,1,0,0,medium,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,RAAP-2,NA,NA,Actinobacteriota
BS_bin210,Boreal Shield,58.07,0,0,0.903964,46.57165551,1003,0.960304835,163,5884,11,8,0,0,0,medium,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,Nanopelagicaceae,PALSA-747,NA,Actinobacteriota
BS_bin243,Boreal Shield,58.62,0,0,3.50612,41.49852258,3442,0.891504284,254,19671,30,13,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter proteolyticus,Gammaproteobacteria
BS_bin246,Boreal Shield,97.23,0.25,0,4.7748,69.33287258,4684,0.917181662,303,23877,56,19,0,0,0,high,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodopila,NA,Alphaproteobacteria
BS_bin253,Boreal Shield,69.82,0,0,2.267572,67.80856352,2188,0.918659694,442,5560,23,14,1,0,0,medium,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,UBA1268,NA,NA,Planctomycetota
BS_bin254,Boreal Shield,92.11,0.56,0,2.833787,46.5966567,2668,0.925941858,102,45426,36,19,0,1,1,high,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,UBA6940,NA,NA,Gammaproteobacteria
BS_bin259,Boreal Shield,68.26,2.59,0,3.21416,65.86759838,3401,0.926885407,571,6304,27,16,0,0,0,medium,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,70-18,NA,Alphaproteobacteria
BS_bin262,Boreal Shield,60.28,0,0,1.063324,63.40654401,1185,0.943810165,248,4432,11,8,0,0,1,medium,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,UBA8139,F1-20-MAGs160,NA,Actinobacteriota
BS_bin275,Boreal Shield,55.31,0,0,1.086761,68.73995294,1411,0.934905651,244,4596,18,11,0,0,0,medium,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Vulcanococcus,NA,Cyanobacteria
BS_bin296,Boreal Shield,67.83,0.68,0,1.590819,62.66394857,1617,0.893012341,325,5142,27,15,0,0,0,medium,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,IMCC26134_A,NA,Verrucomicrobiota/_A
BS_bin309,Boreal Shield,95.16,0,0,0.986704,43.8029034,991,0.898928149,65,25092,38,20,1,1,0,high,Bacteria,Proteobacteria,Alphaproteobacteria,UBA7879,UBA5542,NA,NA,Alphaproteobacteria
BS_bin321,Boreal Shield,89.47,0.88,0,5.493913,59.68585596,5362,0.941661617,726,9504,45,19,0,0,0,medium,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bog-113,NA,Acidobacteriota
BS_bin334,Boreal Shield,77.54,0.99,0,2.547435,54.97949899,2615,0.903606569,411,6994,15,8,0,0,0,medium,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnohabitans,NA,Gammaproteobacteria
BS_bin336,Boreal Shield,77.87,0,0,1.030556,46.07512838,1013,0.94781943,42,39843,33,19,1,1,1,medium,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,UBA12189,NA,Acidobacteriota
BS_bin337,Boreal Shield,56.2,0.68,0,2.154775,62.15117588,2222,0.914179903,546,3917,14,12,0,0,0,medium,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,Arctic95D-9,Arctic95D-9 sp002396885,Verrucomicrobiota/_A
